subscription_id,member_id,plan_id,start_date,end_date,status,billed_amount
sub_0f17ab294b85,mem_2428ad5f4c8d,plan_standard,2025-08-21,,active,8.18
sub_040e2d43daa6,mem_d2ce4bdda1ca,plan_standard,2026-06-22,,active,8.18
sub_a556ca2ec404,mem_d7628c181efc,plan_standard,2026-04-12,,active,8.18
sub_c39c1cf093c9,mem_83581df0f989,plan_standard,2026-03-18,,active,8.18
sub_245d6551a2c8,mem_cdc27efb4476,plan_premium,2026-06-07,,active,8.18
sub_5c6a0578c8a7,mem_6bcc577ad27f,plan_premium,2026-04-10,,active,8.18
sub_ab49a5491b77,mem_44596c538014,plan_standard,2026-05-31,,active,8.18
sub_b6d46cbca829,mem_deb7d457feac,plan_premium,2026-03-23,,active,8.18
sub_088504bc2805,mem_61fc6531a869,plan_standard,2025-10-02,,active,8.18
sub_1cc8f62aebf5,mem_cd64132b5ee3,plan_standard,2026-02-14,,active,8.18
sub_94321423dfd0,mem_00537b5498be,plan_standard,2026-02-12,,active,8.18
sub_2c4b73afcb83,mem_4af655c6556c,plan_standard,2026-04-19,,active,8.18
sub_81541cd0bbff,mem_c346747276c6,plan_standard,2026-03-27,,active,8.18
sub_ee7e4362bd0a,mem_5f5ccc809003,plan_premium,2025-01-29,,active,8.18
sub_6e7e3888e045,mem_85004cb3bae2,plan_standard,2025-09-24,,active,8.18
sub_66d1aa6bce0e,mem_3b29d80eb34d,plan_standard,2025-10-17,,active,8.18
sub_208c9fa3f8af,mem_5ee3a3e240b1,plan_premium,2026-05-04,,active,8.18
sub_bdf81ef46c4b,mem_c0efb0b851c0,plan_standard,2025-08-04,,active,8.18
sub_dd2294d01e00,mem_63860dcb3d04,plan_premium,2026-05-07,,active,8.18
sub_db231458a9e9,mem_852dc505f153,plan_standard,2026-02-07,,active,8.18
sub_fa92368270d9,mem_3442ab64245b,plan_standard,2024-10-16,,active,8.18
sub_77ad8f59e63f,mem_53d0f9e75656,plan_standard,2025-09-29,,active,8.18
sub_6ac5f6e9c868,mem_05e7c5a944ff,plan_premium,2025-11-14,,active,8.18
sub_e68a2f26a242,mem_e5cb49a2dbcf,plan_standard,2025-09-02,,active,8.18
sub_7de9f44e55a0,mem_6e8812ba3af2,plan_standard,2025-05-10,,active,8.18
sub_f7e770b07d61,mem_48c1cbbdca13,plan_standard,2025-07-02,,active,8.18
sub_2ae5ade8ee92,mem_db9dd8b91f36,plan_premium,2026-04-12,,active,8.18
sub_789affe41017,mem_6ed23d95290a,plan_standard,2026-06-29,,active,8.18
sub_b9d98c7fef9e,mem_a95497324782,plan_standard,2026-03-07,,active,8.18
sub_071aaa4895c3,mem_4f2f64646d1f,plan_standard,2026-03-27,,active,8.18
sub_878780c8b835,mem_7b75f80e4fd9,plan_premium,2026-04-19,,active,8.18
sub_69f03e2467b8,mem_0f96bd928959,plan_standard,2025-01-20,,active,8.18
sub_a2f67108daa8,mem_9a1c6edc5700,plan_standard,2025-04-08,,active,8.18
sub_059302d22a14,mem_b782e4ac252f,plan_standard,2026-03-07,,active,8.18
sub_258c7f849e97,mem_8042c8e14bdd,plan_standard,2025-09-20,,active,8.18
sub_6f8b602d05f9,mem_8f27cac7fdb0,plan_standard,2026-01-31,,active,8.18
sub_f6d57ebadaca,mem_4a364a065ec2,plan_standard,2025-02-26,,active,8.18
sub_7066e04f3c7d,mem_5ab6dfd79358,plan_standard,2026-01-02,,active,8.18
sub_2a6380c1270b,mem_6c44f6283262,plan_standard,2026-03-28,,active,8.18
sub_5bacdcc30931,mem_5de70246e33f,plan_standard,2026-04-05,,active,8.18
sub_929957de01eb,mem_26ebfe430278,plan_standard,2025-11-12,,active,8.18
sub_498d6f704701,mem_e8073d1e6aba,plan_standard,2026-03-29,,active,8.18
sub_61595ca4442f,mem_81636be0f155,plan_standard,2025-10-30,,active,8.18
sub_e0fe148c4066,mem_13010a20d9ee,plan_standard,2025-03-17,,active,8.18
sub_288929e37aa9,mem_6f1f38c5d06b,plan_standard,2026-01-29,,active,8.18
sub_fbb5ce603e54,mem_9d042694d7e1,plan_standard,2026-04-15,,active,8.18
sub_295e95c2a191,mem_680a459baa41,plan_standard,2024-09-09,,active,8.18
sub_c546989f6637,mem_b112b481661e,plan_standard,2025-12-08,,active,8.18
sub_3063c2e7158d,mem_7529ce2601c6,plan_premium,2026-06-03,,active,8.18
sub_0c1e57d77f11,mem_d6e629950797,plan_standard,2026-06-21,,active,8.18
sub_6f14f3c769f0,mem_2a5bec9cd6f1,plan_standard,2026-05-27,,active,8.18
sub_daa4aa9af9d0,mem_5f768031c3bd,plan_standard,2026-01-19,,active,13.54
sub_427df3ed4e72,mem_370bf3cb1b70,plan_standard,2026-06-14,,active,13.54
sub_5f5d8c2132c2,mem_8a0d93b36701,plan_premium,2026-02-06,,active,13.54
sub_edff86969d7b,mem_64d7324dfa6f,plan_standard,2024-09-18,,active,13.54
sub_d0ae3e61fa6e,mem_af4c4d6586b6,plan_standard,2025-11-28,,active,13.54
sub_e7c802d67f3a,mem_742031220c5f,plan_standard,2024-12-02,,active,13.54
sub_7f8b2ca330bc,mem_d5f27eeff9cb,plan_standard,2025-04-23,,active,13.54
sub_ca599e8259f0,mem_5d38f7173e8d,plan_standard,2026-07-14,,active,13.54
sub_7de1c0717f7b,mem_1ee023b06f4a,plan_standard,2025-08-10,,active,13.54
sub_2cde896d82d3,mem_1903725e7f00,plan_standard,2025-09-04,,active,13.54
sub_0320dfaf7b5b,mem_14cab65a6e25,plan_standard,2025-11-24,,active,13.54
sub_b17a8d7bf53a,mem_cef6e3c3e59e,plan_standard,2026-03-27,,active,13.54
sub_a4e42a897e3e,mem_9b84e56449c2,plan_premium,2025-09-29,,active,13.54
sub_059cd20a6ef7,mem_10bca3595aae,plan_standard,2026-05-27,,active,13.54
sub_08c682fd10e6,mem_1130f4306b95,plan_standard,2026-01-13,,active,13.54
sub_9a686bc7f880,mem_df30bbd82f3f,plan_standard,2026-01-04,,active,13.54
sub_aa5acec20de7,mem_5fbfc38d8c13,plan_premium,2025-01-03,,active,13.54
sub_28c4640c8e68,mem_b3954b3eca7c,plan_standard,2025-04-09,,active,13.54
sub_19ded9a28fe9,mem_6b4e1750e7c2,plan_premium,2026-03-29,,active,13.54
sub_1e3af74e62a7,mem_5207b0485a44,plan_standard,2025-12-13,,active,13.54
sub_8287f9c80e20,mem_36c3509230cf,plan_standard,2026-05-01,,active,13.54
sub_65eb34a71fb6,mem_787857599fb2,plan_standard,2025-02-28,,active,13.54
sub_02870dec7989,mem_19fc98966cfe,plan_standard,2025-04-14,,active,13.54
sub_522d19e461ec,mem_9e6d92f6fe02,plan_standard,2026-03-14,,active,13.54
sub_9e7cbef6b6cf,mem_3010a60ad585,plan_premium,2025-09-30,,active,13.54
sub_ffb16e64bf6d,mem_b04836b32108,plan_standard,2025-10-17,,active,13.54
sub_da3a899b757d,mem_9604b0e78a2f,plan_premium,2026-05-11,,active,13.54
sub_869f9905066b,mem_57b342f95f16,plan_standard,2025-07-12,,active,13.54
sub_3577a45e8c3f,mem_a827b5693f6b,plan_standard,2025-11-23,,active,13.54
sub_241eafbe9f3e,mem_6335dfd2cb08,plan_standard,2025-07-01,,active,13.54
sub_cf85137e2466,mem_f5eadf0c263d,plan_standard,2025-11-28,,active,13.54
sub_f8624291e92b,mem_1d14a68e7196,plan_standard,2026-07-31,,active,13.54
sub_282037e32407,mem_fe0619843617,plan_standard,2026-03-03,,active,13.54
sub_816d31321542,mem_7f5ca4de533f,plan_standard,2026-07-07,,active,13.54
sub_15f9b18b937c,mem_e9e8157ea05f,plan_premium,2025-02-08,,active,13.54
sub_85f39a381e40,mem_6b2a13a15b4a,plan_standard,2025-04-06,,active,13.54
sub_f6db47f59c09,mem_531133fb0e8d,plan_premium,2025-05-19,,active,13.54
sub_a93357d5c3d6,mem_d572a59db81a,plan_standard,2026-03-10,,active,13.54
sub_94686a1385e8,mem_cfd4230d6c94,plan_premium,2026-06-16,,active,13.54
sub_2dab5b0b00d1,mem_e628e62a2281,plan_standard,2025-04-07,,active,13.54
sub_33219ecf5f44,mem_83687d7f873f,plan_standard,2025-01-14,,active,13.54
sub_dc9c9ee65056,mem_f6b8f6ccad70,plan_standard,2026-06-05,,active,13.54
sub_e44486c22c70,mem_a6356608f55a,plan_standard,2025-12-20,,active,13.54
sub_a2a5500fcc53,mem_1bf22144ae7d,plan_premium,2026-06-11,,active,13.54
sub_c0b2169b58ff,mem_6ac2bf6520cc,plan_premium,2025-07-14,,active,13.54
sub_44596fa58f9e,mem_e11c73bcdf8c,plan_standard,2025-07-10,,active,13.54
sub_430699a985e9,mem_ca7e4b3db480,plan_standard,2026-05-20,,active,13.54
sub_b3428d8f5d43,mem_16a5ee1d2145,plan_standard,2025-12-25,,active,13.54
sub_24551d3636c4,mem_8ef5dde1c5e6,plan_standard,2025-11-18,,active,13.54
sub_89c27be21622,mem_7040bc820161,plan_premium,2026-03-28,,active,13.54
sub_2b76a846e1a6,mem_85c38480de7b,plan_standard,2025-04-12,,active,13.54
sub_d5159ebaf933,mem_5c06a1aa5f03,plan_standard,2026-01-19,,active,13.54
sub_9575869c5fab,mem_052a7b1447fb,plan_standard,2026-04-18,,active,13.54
sub_ecf3bca659ad,mem_6b0b823aa3cd,plan_standard,2025-11-23,,active,13.54
sub_cb38a1f8a4aa,mem_3e083066d9be,plan_standard,2025-08-04,,active,13.54
sub_c801f6bd9c9d,mem_1f3cf376ac60,plan_standard,2026-04-23,,active,13.54
sub_d362057a255b,mem_a04b8046c1e5,plan_standard,2026-03-09,,active,13.54
sub_f98a9e253421,mem_ec9dc689d568,plan_standard,2024-09-23,,active,13.54
sub_99535af8992f,mem_0b45f581a332,plan_standard,2025-09-23,,active,13.54
sub_b8ff8521e199,mem_c485ae6ed030,plan_standard,2026-01-12,,active,13.54
sub_d0fb69bed3ef,mem_9e4fd2423df2,plan_standard,2025-12-04,,active,13.54
sub_c4d9473e8238,mem_9f59dcbde397,plan_standard,2026-05-23,,active,13.54
sub_dadd95e9f2c2,mem_1a332cefebf0,plan_standard,2026-04-13,,active,13.54
sub_026859b37ed9,mem_056678e556c2,plan_standard,2026-02-25,,active,13.54
sub_9eea05606941,mem_7a37d14101c4,plan_standard,2025-10-28,,active,13.54
sub_17e9a0d277b6,mem_6e5fc6d2c262,plan_premium,2026-04-11,,active,13.54
sub_d9e481cce1e4,mem_b7944922dfe9,plan_premium,2026-04-15,,active,13.54
sub_2cea72b8519f,mem_c3ded3c446d7,plan_standard,2026-06-11,,active,13.54
sub_3f6c6842fc15,mem_c0ab797dcea7,plan_standard,2025-10-04,,active,13.54
sub_7bb349b630f6,mem_971509492c2a,plan_premium,2026-04-12,,active,13.54
sub_92ad2ebde345,mem_fb9c797aef00,plan_standard,2026-06-11,,active,14.02
sub_60b872d9de8a,mem_5a61b70089a7,plan_standard,2026-04-08,,active,14.02
sub_657d87cb9d26,mem_e95167d0a014,plan_standard,2025-09-12,,active,14.02
sub_de5e803b0176,mem_3117052ecaf9,plan_premium,2026-04-17,,active,14.02
sub_1a1095705a73,mem_cd8d1a8168c4,plan_premium,2026-05-19,,active,14.02
sub_b617d15278da,mem_0520aeb312de,plan_standard,2025-01-30,,active,14.02
sub_17d79cc80e5e,mem_dd4cd3a0c639,plan_standard,2025-11-07,,active,14.02
sub_417334703b23,mem_09e21dd62216,plan_standard,2025-12-26,,active,14.02
sub_9a01e10e1851,mem_86d5055f9773,plan_standard,2025-06-26,,active,14.02
sub_a871dabc2bca,mem_9fcb9bcee465,plan_standard,2025-06-08,,active,14.02
sub_e8a503996c99,mem_2e7518d96807,plan_standard,2026-04-27,,active,14.02
sub_b3aec43bfae4,mem_b03c137a06c7,plan_standard,2026-06-01,,active,14.02
sub_c2e9db58cfe8,mem_e5a7e7ac8960,plan_standard,2026-01-15,,active,14.02
sub_e2ac1a3d2f3f,mem_a0a1caede415,plan_standard,2026-01-18,,active,14.02
sub_ad309b7c66dd,mem_d66ba5c1bf13,plan_premium,2025-12-29,,active,14.02
sub_07f78ac89906,mem_dce7e5bc9ba6,plan_standard,2025-08-05,,active,14.02
sub_419a9ca5719c,mem_77db6f5fb1ee,plan_standard,2025-09-09,,active,14.02
sub_f80d91b5fd7c,mem_535b1cf18a55,plan_standard,2024-11-02,,active,14.02
sub_e81302d2eb20,mem_28d176b41a76,plan_standard,2026-06-01,,active,14.02
sub_a1705a88f154,mem_e7a497ed6831,plan_standard,2026-01-28,,active,14.02
sub_7babbdf0504b,mem_0133f1807012,plan_standard,2026-02-25,,active,14.02
sub_08fd1592e221,mem_1f59532cabe4,plan_standard,2025-04-23,,active,14.02
sub_e52254023897,mem_4fb91f3c6fd5,plan_standard,2026-04-04,,active,14.02
sub_09a3fc279351,mem_c80c0b754917,plan_premium,2026-04-27,,active,14.02
sub_810ea97a2550,mem_bdb95a02843b,plan_premium,2026-01-07,,active,14.02
sub_336658864105,mem_823a70fa49e8,plan_standard,2026-01-19,,active,14.02
sub_86a2f25bc3ab,mem_c1436b5333d4,plan_premium,2026-03-23,,active,14.02
sub_c827c391f01e,mem_253c3f7653c5,plan_premium,2026-04-03,,active,14.02
sub_ebc59d1e674c,mem_bed5d27d3124,plan_standard,2025-02-15,,active,14.02
sub_482af87ad2b8,mem_c3598b4780cd,plan_standard,2026-01-09,,active,14.02
sub_f19e8c66547b,mem_daf47a03d602,plan_standard,2025-04-23,,active,14.02
sub_d91d274a86ad,mem_2fddd65bf50d,plan_premium,2025-11-17,,active,14.02
sub_a66c147c144d,mem_464937826e8f,plan_standard,2026-06-19,,active,14.02
sub_2a13e5e15b7c,mem_d623efbc9dd4,plan_standard,2024-08-24,,active,14.02
sub_08d84200206b,mem_d3299c692b20,plan_premium,2025-05-16,,active,14.02
sub_144bb00d4242,mem_beb2cc9450bf,plan_standard,2024-12-07,,active,14.02
sub_4d96e6f76873,mem_99bf8b107880,plan_standard,2025-02-11,,active,14.02
sub_fbeb526267ad,mem_19422cc8db8b,plan_standard,2025-05-05,,active,14.02
sub_61fe73643ae8,mem_8d0a882e79d1,plan_standard,2026-05-06,,active,14.02
sub_7ed2cc63cf91,mem_d660f3d56346,plan_standard,2025-12-20,,active,14.02
sub_1d4feff0c1bb,mem_c3e7d8cebcfd,plan_standard,2026-04-18,,active,14.02
sub_0569d41db2f5,mem_6804f9cc5ff9,plan_standard,2026-01-29,,active,14.02
sub_38b6481a8f27,mem_976eb4ec37a2,plan_standard,2026-06-16,,active,14.02
sub_d4ed1134ceb9,mem_7b4a7699cf1c,plan_premium,2026-02-08,,active,14.02
sub_973390d6cf85,mem_0b9afb75a4d3,plan_standard,2024-10-29,,active,14.02
sub_c73f1791527f,mem_b44329f1b617,plan_standard,2026-03-28,,active,14.02
sub_7ebaecabb77f,mem_4bf3396a099f,plan_standard,2025-06-26,,active,14.02
sub_d1c7d9405a5b,mem_06420af063c3,plan_premium,2026-01-04,,active,14.02
sub_d576ec01ba6e,mem_96268f8aef79,plan_premium,2026-01-19,,active,14.02
sub_37c87c66ada9,mem_aa6bf56e653c,plan_standard,2024-12-28,,active,14.02
sub_adcf32be398c,mem_4e0ed0a53c0f,plan_standard,2024-09-22,,active,14.02
sub_cbffca5bee18,mem_0b90e7294b8f,plan_standard,2025-11-15,,active,14.02
sub_83fcbfe47244,mem_567925eba1a0,plan_standard,2026-03-15,,active,9.08
sub_0a1980fbbc4b,mem_4f0e74f81308,plan_premium,2024-12-07,,active,9.08
sub_6efae6190d3d,mem_4cab4096f639,plan_standard,2025-11-02,,active,9.08
sub_8e17403b1343,mem_ce68b39535f4,plan_standard,2025-11-22,,active,9.08
sub_b8c5488b6c6f,mem_ab908125710f,plan_premium,2025-07-23,,active,9.08
sub_5302a8b6e98b,mem_0a57b349db71,plan_standard,2026-06-16,,active,9.08
sub_c30e94a6fcdc,mem_90c682aa2c8e,plan_standard,2025-10-30,,active,9.08
sub_d67db9613632,mem_98bf58362492,plan_standard,2025-12-12,,active,9.08
sub_c542b0bf2ae9,mem_6a69deecd93f,plan_standard,2025-05-01,,active,9.08
sub_89ffba2148b1,mem_8a101b12b627,plan_standard,2026-05-09,,active,9.08
sub_e331317e8b27,mem_935385569a3d,plan_premium,2024-12-22,,active,9.08
sub_103bb4cb5d03,mem_37b3daa0d577,plan_standard,2026-06-07,,active,9.08
sub_6e13c7e55603,mem_200911d42436,plan_premium,2026-04-29,,active,9.08
sub_4f368d848d16,mem_4953b786e391,plan_standard,2025-10-25,,active,9.08
sub_9f925e350083,mem_ad689948f604,plan_standard,2025-09-08,,active,9.08
sub_0be3dfd1a443,mem_76fa54c73af7,plan_premium,2026-04-09,,active,9.08
sub_938b5095d496,mem_56ab65468d9e,plan_standard,2026-05-24,,active,9.08
sub_0ea212794f5c,mem_e7d1b6181b4d,plan_standard,2025-03-25,,active,9.08
sub_beb5dc6f2275,mem_42c76333a1c4,plan_standard,2026-04-05,,active,9.08
sub_047b0e9f8b4a,mem_1db0f18e982f,plan_premium,2025-10-25,,active,9.08
sub_17e68d554d73,mem_21eed67db391,plan_standard,2025-10-11,,active,9.08
sub_a7b3deaa4137,mem_ed0d36f79c91,plan_standard,2026-01-20,,active,9.08
sub_182f5c2d3196,mem_edd1886de5ac,plan_standard,2025-10-31,,active,9.08
sub_cf0b30fefed5,mem_e02007fc3f7f,plan_standard,2025-12-02,,active,9.08
sub_1e09936c8b72,mem_e0cfb0370682,plan_standard,2025-01-31,,active,9.08
sub_58b32ae89841,mem_bd381c91be48,plan_standard,2026-04-21,,active,9.08
sub_f5e2b1725f6d,mem_0eefcec23a71,plan_premium,2025-08-13,,active,9.08
sub_717c0e054e4d,mem_b7aec43cb41d,plan_premium,2026-04-08,,active,9.08
sub_9cff00687ccc,mem_9b30aae16918,plan_standard,2026-01-31,,active,9.08
sub_345932d5ad66,mem_b7574548a77c,plan_standard,2025-09-10,,active,9.08
sub_5945d742a4b0,mem_8f908bf401bf,plan_premium,2026-03-14,,active,9.08
sub_e0f06f8e2e0b,mem_bcb63294f306,plan_standard,2026-03-07,,active,9.08
sub_8b9176ca748f,mem_95c003488028,plan_standard,2025-07-20,,active,9.08
sub_aa7860ec9591,mem_11041b05e34b,plan_standard,2026-06-10,,active,9.08
sub_0482c6e6bb17,mem_a9c3e21faeaa,plan_standard,2026-01-02,,active,9.08
sub_b926ff4d58d2,mem_1457408a63c5,plan_premium,2024-09-02,,active,9.08
sub_d3d048529fb1,mem_5bc9c44e959a,plan_premium,2024-09-18,,active,9.08
sub_8c964b7e0b5a,mem_98dc1aef25d8,plan_standard,2026-06-10,,active,9.08
sub_71d51f776438,mem_8d64a688dba0,plan_standard,2026-04-18,,active,9.08
sub_75279a402856,mem_84a4876754a4,plan_standard,2026-03-28,,active,9.08
sub_3a7f93d0692e,mem_a73192c4aac9,plan_premium,2025-02-02,,active,9.08
sub_b68d84b6002b,mem_2edd8ae8ce13,plan_standard,2026-02-12,,active,14.15
sub_1c23b676e95f,mem_dbf48204a1e9,plan_premium,2026-05-09,,active,14.15
sub_70839e65fed8,mem_c9d9d3a325fd,plan_premium,2025-05-18,,active,14.15
sub_cc2000fce5a4,mem_d41185f9d4ba,plan_standard,2025-08-21,,active,14.15
sub_8c347022d4ae,mem_fa372610e321,plan_premium,2025-10-15,,active,14.15
sub_3ceb0a5623d0,mem_1a3fb2d955c5,plan_standard,2024-10-24,,active,14.15
sub_fef01d4d1388,mem_7dc7dbfeefcb,plan_premium,2025-09-21,,active,14.15
sub_8f988f1c9ab7,mem_b6b7bf57b6d9,plan_standard,2026-07-18,,active,14.15
sub_165c99bf1d0f,mem_21ba4fb03f9c,plan_premium,2025-06-01,,active,14.15
sub_fd00c68ba2a7,mem_968b8980ac57,plan_standard,2026-03-14,,active,14.15
sub_f91e90314e5c,mem_af443bb46727,plan_standard,2025-09-15,,active,14.15
sub_d35d537f87c6,mem_54a3a58ef15c,plan_standard,2025-01-25,,active,14.15
sub_f0ef2e9d326f,mem_33a8b1160881,plan_premium,2026-05-18,,active,14.15
sub_86df98a1e195,mem_4dde900ed9bc,plan_standard,2026-05-25,,active,14.15
sub_94dba7e90775,mem_0402be16ded3,plan_standard,2026-05-28,,active,14.15
sub_a58db2c249cd,mem_0baf41b74a42,plan_standard,2025-11-16,,active,14.15
sub_05a88ddaebc0,mem_afdc8f1150f7,plan_standard,2026-03-25,,active,14.15
sub_fb65454b8fba,mem_73c906d528fc,plan_standard,2025-10-19,,active,14.15
sub_08a14072308b,mem_abfcfbd920f3,plan_standard,2025-08-12,,active,14.15
sub_7c6b8007b363,mem_4d279c001980,plan_standard,2026-04-22,,active,14.15
sub_4665dfcadaab,mem_e7718dcad442,plan_standard,2025-10-02,,active,14.15
sub_89dd974e996a,mem_8819f504f8c8,plan_standard,2026-03-28,,active,14.15
sub_a3007bc76451,mem_e0dcd4cdbcc1,plan_standard,2025-12-19,,active,14.15
sub_1a41863a61e9,mem_f82e85f65d84,plan_standard,2025-03-09,,active,14.15
sub_11b5e18843d5,mem_a1be0505671e,plan_standard,2025-05-07,,active,14.15
sub_e87ed378ddd7,mem_f82acfa3899f,plan_premium,2026-06-03,,active,14.15
sub_f046ab69013a,mem_ce734adb2052,plan_standard,2026-01-18,,active,14.15
sub_8411dd88f5c5,mem_7abf8dc57c93,plan_standard,2026-03-23,,active,14.15
sub_2c9f74c58e8f,mem_17d5c14d245c,plan_standard,2026-07-24,,active,14.15
sub_69587af333d0,mem_95f1130b7932,plan_premium,2025-07-06,,active,14.15
sub_f1d39aa0beb5,mem_57888ebca2cd,plan_standard,2025-10-01,,active,14.15
sub_aacab166f99c,mem_263c23913375,plan_standard,2026-03-29,,active,14.15
sub_ca5809fbb78f,mem_b6fc0ab7aec3,plan_premium,2025-07-27,,active,14.15
sub_64e462e853d6,mem_623f47aa2c73,plan_premium,2026-05-27,,active,11.93
sub_13a99e2779a8,mem_2ab6a750feaa,plan_standard,2025-01-16,,active,11.93
sub_a652fb036810,mem_1536946f9a75,plan_standard,2025-08-29,,active,11.93
sub_72cd0c653b4d,mem_93de9200daba,plan_standard,2026-05-13,,active,11.93
sub_857fcc32ca3d,mem_97dcd02d4604,plan_standard,2026-06-27,,active,11.93
sub_9786e2ef063a,mem_42e4f15da419,plan_premium,2026-02-12,,active,11.93
sub_54fcf6dfbebe,mem_5a895c184b4e,plan_premium,2025-11-16,,active,11.93
sub_fa0d06e9d69e,mem_0d9e154bbae3,plan_standard,2026-01-16,,active,11.93
sub_f004294f9485,mem_f51e32df4f23,plan_standard,2026-06-24,,active,11.93
sub_78ee1162c35c,mem_68a73b93d42f,plan_standard,2026-02-14,,active,11.93
sub_6065db89a0d8,mem_bce32758aa8f,plan_standard,2025-02-02,,active,11.93
sub_3e64774a75e1,mem_16b029884ac7,plan_standard,2024-11-30,,active,11.93
sub_c7be39767551,mem_d3227bb0f84d,plan_standard,2026-06-25,,active,11.93
sub_daec906cc6e2,mem_6c4c2b8fd8a4,plan_standard,2026-02-17,,active,11.93
sub_c276140d8fca,mem_e23c960e4c75,plan_standard,2025-09-04,,active,11.93
sub_c6cd0f774a6c,mem_159e8b029955,plan_premium,2025-09-13,,active,11.93
sub_6898f0027ade,mem_1057e9fb58aa,plan_standard,2026-02-19,,active,11.93
sub_96a4ad0139f0,mem_a9cdb165b38c,plan_standard,2025-11-12,,active,11.93
sub_1caeec8b8477,mem_090ce91adffc,plan_standard,2025-04-10,,active,11.93
sub_cdfbc6f77f13,mem_b0bdb4cd2357,plan_premium,2024-11-27,,active,11.93
sub_3b8695af562a,mem_6f78423b636e,plan_premium,2025-07-22,,active,11.93
sub_5cdb82205641,mem_fdfb4bc22d2f,plan_premium,2025-02-12,,active,11.93
sub_2e7a80be99bd,mem_4981b965b51d,plan_standard,2026-04-08,,active,11.93
sub_26beac5cd7fe,mem_c7f0da7a9e71,plan_standard,2026-05-08,,active,11.93
sub_aa95dd4aed47,mem_9dfafd9e19b7,plan_standard,2025-06-14,,active,11.93
sub_35e92f1051f1,mem_ca2072cb791c,plan_premium,2026-05-02,,active,11.93
sub_204b3ad03c03,mem_d6d950c7e774,plan_premium,2026-01-24,,active,11.93
sub_88d6ccf89737,mem_96d1baa6734e,plan_standard,2026-05-01,,active,11.93
sub_7cb42043e050,mem_7a8343b938e5,plan_standard,2025-02-14,,active,11.93
