order_id,member_id,order_type,order_date,amount,status
ord_09c4f8b617a3,mem_a4f5f4cfd92a,challenge_entry_fee,2025-12-04,10.49,canceled
ord_c1c392a38f70,mem_cd64132b5ee3,challenge_entry_fee,2026-03-03,9.62,completed
ord_b2f4df6ae6fc,mem_cd64132b5ee3,virtual_event_ticket,2026-07-03,14.79,completed
ord_16657b075867,mem_19fc98966cfe,challenge_entry_fee,2025-04-18,10.48,completed
ord_992acade0fd1,mem_19fc98966cfe,fitness_assessment,2025-06-06,30.25,refunded
ord_ed2c3e168b28,mem_f5eadf0c263d,coaching_session,2026-04-18,46.15,completed
ord_4dd53f80daa9,mem_f5eadf0c263d,coaching_session,2026-02-23,47.81,completed
ord_0c7096e8414a,mem_f5eadf0c263d,coaching_session,2026-04-02,51.33,completed
ord_60e61ca395c3,mem_7dc7dbfeefcb,virtual_event_ticket,2026-02-09,14.32,completed
ord_84dc7d03c1bf,mem_c7f0da7a9e71,challenge_entry_fee,2026-05-28,9.62,canceled
ord_d7cc1471c285,mem_c74b775c3fd8,challenge_entry_fee,2025-12-28,9.92,completed
ord_323e02854d64,mem_c74b775c3fd8,virtual_event_ticket,2025-12-08,15.28,completed
ord_9ab608393cd0,mem_1536946f9a75,challenge_entry_fee,2026-02-02,9.64,completed
ord_b4bef9f19a33,mem_1536946f9a75,challenge_entry_fee,2025-09-18,10.42,canceled
ord_5b85e5c0cb09,mem_1536946f9a75,virtual_event_ticket,2025-10-20,14.56,completed
ord_4ecf8bc1b1b8,mem_9b84e56449c2,challenge_entry_fee,2025-12-17,10.36,canceled
ord_aa0b34019553,mem_0b9c9762b2e0,coaching_session,2025-11-23,46.62,completed
ord_cb5d6fbde42c,mem_0b9c9762b2e0,virtual_event_ticket,2026-02-11,14.28,completed
ord_06f0e11013ae,mem_0b9c9762b2e0,fitness_assessment,2025-12-30,29.57,completed
ord_b46364712932,mem_75dc58d7650f,fitness_assessment,2026-04-06,28.11,completed
ord_c03fd2723dd1,mem_3980b5bf0267,fitness_assessment,2026-03-14,29.8,completed
ord_824770a60759,mem_f08db6dc3dec,fitness_assessment,2026-03-19,29.5,completed
ord_a05c81dc7341,mem_ce68b39535f4,coaching_session,2026-05-10,51.4,completed
ord_0ceedcb5bf18,mem_ce68b39535f4,virtual_event_ticket,2026-02-21,14.41,canceled
ord_dcfc86fb127f,mem_ce68b39535f4,challenge_entry_fee,2026-07-02,10.47,completed
ord_4641fbaccf4c,mem_ce68b39535f4,challenge_entry_fee,2026-01-20,10.28,completed
ord_489987e99539,mem_9e6d92f6fe02,challenge_entry_fee,2026-03-14,9.74,completed
ord_a58727f11cd6,mem_42c76333a1c4,fitness_assessment,2026-07-08,30.89,refunded
ord_0ee341ccd4da,mem_42c76333a1c4,fitness_assessment,2026-06-29,29.34,completed
ord_bcf51a80b8cc,mem_1057e9fb58aa,challenge_entry_fee,2026-05-06,10.15,completed
ord_4df2293fbf17,mem_1057e9fb58aa,challenge_entry_fee,2026-05-05,10.16,completed
ord_78b11ef9560c,mem_1057e9fb58aa,challenge_entry_fee,2026-05-27,9.68,completed
ord_417c30030ea4,mem_6b0b823aa3cd,virtual_event_ticket,2025-11-23,15.16,completed
ord_060ba11a6c39,mem_6b0b823aa3cd,challenge_entry_fee,2026-05-06,9.7,completed
ord_5f97ef6e1daa,mem_2ba5ba90569e,challenge_entry_fee,2026-06-13,9.7,completed
ord_f500cf92b610,mem_8e742f12b9ab,coaching_session,2026-04-29,51.63,completed
ord_efe17822f692,mem_8e742f12b9ab,fitness_assessment,2026-05-16,31.2,completed
ord_9fb5e644a6ca,mem_12fa1ee5c6ee,coaching_session,2026-07-16,45.45,canceled
ord_83600c57ae6b,mem_12fa1ee5c6ee,fitness_assessment,2026-07-26,27.94,completed
ord_52732f0d58ac,mem_12fa1ee5c6ee,challenge_entry_fee,2026-03-30,10.21,completed
ord_4c18ae14f5ee,mem_4f6d75f501c4,fitness_assessment,2026-06-29,27.62,completed
ord_fec50acf1ed9,mem_adbd7c9eba3b,fitness_assessment,2026-07-09,28.64,completed
ord_8df43c4c47c9,mem_adbd7c9eba3b,coaching_session,2026-07-05,47.48,completed
ord_3c448e031b44,mem_adbd7c9eba3b,coaching_session,2026-04-25,49.64,completed
ord_cf9e42bd6628,mem_13010a20d9ee,virtual_event_ticket,2025-11-30,15.16,completed
ord_8261300457a5,mem_13010a20d9ee,challenge_entry_fee,2025-06-06,10.4,completed
ord_fa8073938b87,mem_13010a20d9ee,fitness_assessment,2025-07-21,29.87,completed
ord_c7d07ddba042,mem_13010a20d9ee,fitness_assessment,2025-11-20,28.92,completed
ord_0903e475aed7,mem_7d52dd3500ce,coaching_session,2025-12-16,45.77,completed
ord_7d1cf1b5c0a2,mem_7d52dd3500ce,challenge_entry_fee,2025-10-15,10.38,completed
ord_b20f9928dce3,mem_27541bf5ec9b,fitness_assessment,2025-11-12,30.98,completed
ord_5ec65c50e7ac,mem_dce7e5bc9ba6,challenge_entry_fee,2026-02-20,9.55,completed
ord_14c5bcd0745d,mem_ee324176762c,challenge_entry_fee,2026-05-22,10.19,completed
ord_3e2080a2617f,mem_ee324176762c,challenge_entry_fee,2026-02-16,9.5,completed
ord_1def8a1f77d5,mem_ee324176762c,virtual_event_ticket,2026-05-07,15.67,completed
ord_1c9e0aa97c93,mem_e8073d1e6aba,virtual_event_ticket,2026-07-31,14.97,completed
ord_5469895909eb,mem_e8073d1e6aba,coaching_session,2026-07-10,48.35,completed
ord_d52422063b23,mem_787857599fb2,fitness_assessment,2025-03-27,32.0,canceled
ord_ab7fb7d81c27,mem_787857599fb2,virtual_event_ticket,2025-05-24,15.13,completed
ord_02896d477d80,mem_c80bfca8997a,coaching_session,2026-03-23,49.61,completed
ord_9c0374ffc336,mem_c80bfca8997a,challenge_entry_fee,2026-03-23,9.94,completed
ord_00f68edb7b5a,mem_a0a1caede415,virtual_event_ticket,2026-05-18,14.87,completed
ord_9c9c544614db,mem_9af846020bf8,challenge_entry_fee,2026-04-09,10.49,completed
ord_9808912b96b1,mem_7dd003f58231,fitness_assessment,2025-12-26,31.21,refunded
ord_a937fbd6dd18,mem_7dd003f58231,fitness_assessment,2026-05-15,30.57,completed
ord_012e0d7378c5,mem_beb2cc9450bf,challenge_entry_fee,2025-12-19,9.71,completed
ord_d64687afef5e,mem_beb2cc9450bf,coaching_session,2025-04-03,51.06,completed
ord_b698b9abd1e5,mem_4af655c6556c,coaching_session,2026-05-28,48.1,completed
ord_dfd5cd01ea1d,mem_4af655c6556c,challenge_entry_fee,2026-07-19,10.4,completed
ord_11b4a19b801b,mem_bdb95a02843b,challenge_entry_fee,2026-07-04,10.32,completed
ord_7b9b25d2292e,mem_c0dd93ee020a,virtual_event_ticket,2026-04-16,15.14,completed
ord_7a51ec76ddef,mem_c0dd93ee020a,fitness_assessment,2026-01-06,29.26,completed
ord_5f3b44adc8d1,mem_535b1cf18a55,challenge_entry_fee,2026-03-18,9.5,completed
ord_be0234a68e08,mem_9dfafd9e19b7,virtual_event_ticket,2026-06-11,15.19,completed
ord_c360d6abb380,mem_ca7e4b3db480,coaching_session,2026-07-27,50.21,completed
ord_6b8d1339daf7,mem_643148e3a860,challenge_entry_fee,2026-01-18,10.32,completed
ord_66f6961dc02a,mem_643148e3a860,virtual_event_ticket,2026-05-29,15.49,completed
ord_b45ab731fc19,mem_9d73aea1903e,challenge_entry_fee,2025-01-26,10.1,completed
ord_8ba9be73b15d,mem_e3d5614d7f95,challenge_entry_fee,2026-03-20,9.98,completed
ord_1fa42f216cf8,mem_e0cfb0370682,virtual_event_ticket,2025-02-10,15.29,completed
ord_b27e091a2a0d,mem_e0dcd4cdbcc1,coaching_session,2026-05-10,47.4,completed
ord_807b8f384a67,mem_e0dcd4cdbcc1,fitness_assessment,2026-04-23,30.9,completed
ord_b11aeacceafb,mem_48c1cbbdca13,coaching_session,2025-11-03,47.93,completed
ord_2487afd95021,mem_d3299c692b20,challenge_entry_fee,2025-12-19,9.96,completed
ord_d7c71a2a3a3e,mem_d7628c181efc,challenge_entry_fee,2026-05-21,9.84,completed
ord_32d6b240d330,mem_d7628c181efc,coaching_session,2026-04-27,46.2,completed
ord_ad5b2b9f1ad5,mem_d7628c181efc,fitness_assessment,2026-05-06,32.15,completed
ord_e2f5e9c5675a,mem_d7628c181efc,coaching_session,2026-07-18,49.83,completed
ord_3724339def1b,mem_57888ebca2cd,coaching_session,2026-01-25,46.0,completed
ord_a5b9d608c855,mem_57888ebca2cd,challenge_entry_fee,2025-12-04,9.79,completed
ord_25cd07a96434,mem_9f59dcbde397,virtual_event_ticket,2026-06-08,15.07,completed
ord_a18fbdf593bf,mem_b8c169a40db3,fitness_assessment,2026-03-30,28.08,completed
ord_aba59e88a993,mem_b8c169a40db3,challenge_entry_fee,2026-01-30,9.93,completed
ord_05b41e610854,mem_77d98bfd527d,virtual_event_ticket,2026-01-01,14.41,completed
ord_a354ff9a8afe,mem_0e1e7fdf5930,challenge_entry_fee,2026-03-21,9.54,completed
ord_c318d4792b2c,mem_c1436b5333d4,coaching_session,2026-07-07,47.47,completed
ord_f20925f30437,mem_c1436b5333d4,challenge_entry_fee,2026-08-03,10.28,completed
ord_8334467a48e7,mem_c1436b5333d4,challenge_entry_fee,2026-07-10,10.4,completed
ord_22e61b84cff3,mem_bce32758aa8f,challenge_entry_fee,2025-09-02,10.1,completed
ord_7213008c9f0a,mem_1903725e7f00,coaching_session,2026-06-13,45.8,completed
ord_f293918c82dd,mem_1903725e7f00,coaching_session,2026-07-05,45.02,completed
ord_2b34ae38e9d9,mem_883b980b22f8,coaching_session,2026-05-05,47.87,completed
ord_779cc1e635ff,mem_3cdfc9e19e0c,coaching_session,2026-01-20,47.64,completed
ord_9bd59540871f,mem_f56ce479bd38,challenge_entry_fee,2026-04-03,10.14,refunded
ord_27f4773c17f5,mem_3a383e027a26,coaching_session,2025-11-16,48.07,completed
ord_4423758c0131,mem_57b342f95f16,challenge_entry_fee,2025-11-28,9.79,completed
ord_79860a269f22,mem_d828e538fa51,challenge_entry_fee,2026-02-14,9.57,completed
ord_a94751a3564d,mem_d828e538fa51,fitness_assessment,2025-11-02,30.49,completed
ord_3b85f19bfa6b,mem_c485ae6ed030,fitness_assessment,2026-07-26,30.35,refunded
ord_660353192afa,mem_c485ae6ed030,fitness_assessment,2026-07-24,28.88,completed
ord_28e8559e631e,mem_c485ae6ed030,coaching_session,2026-03-24,50.18,completed
ord_b618aaf150a4,mem_c485ae6ed030,coaching_session,2026-05-17,50.84,completed
ord_51195a96903f,mem_401a9b4f4917,challenge_entry_fee,2026-05-24,9.9,completed
ord_75643dff54e2,mem_401a9b4f4917,virtual_event_ticket,2026-06-16,14.73,completed
ord_c873eb409926,mem_401a9b4f4917,fitness_assessment,2026-05-15,29.51,completed
ord_8fb54681eb77,mem_401a9b4f4917,challenge_entry_fee,2026-07-01,9.8,completed
ord_469b55e1614b,mem_c36ebfc7852b,fitness_assessment,2026-06-23,27.6,completed
ord_9e5e090f7938,mem_c36ebfc7852b,challenge_entry_fee,2026-07-30,9.68,completed
ord_5cc722c8597a,mem_c36ebfc7852b,challenge_entry_fee,2025-07-19,10.25,completed
ord_75bbe63328cc,mem_5f5ccc809003,challenge_entry_fee,2025-10-01,10.19,completed
ord_132bf40f530d,mem_5f5ccc809003,fitness_assessment,2026-03-22,29.08,completed
ord_dd76485fa822,mem_5f5ccc809003,coaching_session,2026-05-16,54.91,refunded
ord_b2f743555195,mem_2680bed43f62,challenge_entry_fee,2026-05-14,9.64,refunded
ord_c6551c0e0e05,mem_2680bed43f62,challenge_entry_fee,2026-06-29,9.76,completed
ord_098fbaef3d9c,mem_2680bed43f62,coaching_session,2026-08-01,50.5,completed
ord_555b23470438,mem_d6f27f81affe,virtual_event_ticket,2026-08-01,15.54,completed
ord_c22a5f3abb3a,mem_d6f27f81affe,virtual_event_ticket,2026-07-15,14.75,completed
ord_2c943a65f1bc,mem_ed0d36f79c91,coaching_session,2026-07-07,47.98,completed
ord_45423a13165f,mem_ed0d36f79c91,challenge_entry_fee,2026-04-18,9.64,completed
ord_15211cfcd8b6,mem_ed0d36f79c91,challenge_entry_fee,2026-04-12,10.25,completed
ord_2692d8359d5f,mem_78a6230382b3,virtual_event_ticket,2026-06-24,14.6,completed
ord_872dffb6a298,mem_78a6230382b3,coaching_session,2026-06-16,52.44,completed
ord_bf459fd341fc,mem_78a6230382b3,challenge_entry_fee,2026-04-18,10.15,completed
ord_d738289c2ee6,mem_253c3f7653c5,coaching_session,2026-07-23,50.01,completed
ord_5652c0f4e8a2,mem_9d042694d7e1,fitness_assessment,2026-04-16,28.07,refunded
ord_ec9c213fbdac,mem_daf47a03d602,challenge_entry_fee,2025-12-19,10.14,completed
ord_40ef00b77fe1,mem_daf47a03d602,fitness_assessment,2025-11-12,28.86,completed
ord_e1415acf8372,mem_4fb91f3c6fd5,virtual_event_ticket,2026-05-22,15.52,completed
ord_13d8e41d8526,mem_4fb91f3c6fd5,virtual_event_ticket,2026-06-05,15.18,completed
ord_d77f2aa64791,mem_6b4e1750e7c2,coaching_session,2026-06-10,45.68,completed
ord_f8ad0e8cd789,mem_6b4e1750e7c2,virtual_event_ticket,2026-04-23,15.36,completed
ord_04ecc1f22e71,mem_6b4e1750e7c2,fitness_assessment,2026-05-10,30.97,completed
ord_551f46c93ec2,mem_30dc5b757c69,virtual_event_ticket,2026-03-23,14.31,completed
ord_65c156c363e6,mem_30dc5b757c69,challenge_entry_fee,2026-05-22,9.92,completed
ord_d2cadf33c0ee,mem_16a5ee1d2145,fitness_assessment,2026-08-04,28.41,completed
ord_0f5ddb114a51,mem_16a5ee1d2145,challenge_entry_fee,2026-05-23,10.17,completed
ord_1320d0718fc1,mem_928759c8ef69,challenge_entry_fee,2026-02-05,9.74,completed
ord_0085b796c825,mem_87d462396832,challenge_entry_fee,2025-04-21,9.78,completed
ord_a3194d0bb106,mem_87d462396832,challenge_entry_fee,2026-02-05,9.84,completed
ord_8641f14bade9,mem_87d462396832,virtual_event_ticket,2025-08-16,15.28,completed
ord_745daefe5372,mem_b12271ee66ae,challenge_entry_fee,2026-02-06,9.97,completed
ord_13299e65551a,mem_637093d0b1e1,coaching_session,2026-06-21,51.98,completed
ord_63d477923255,mem_d6d950c7e774,coaching_session,2026-08-02,50.65,completed
ord_c76c3ea0b54f,mem_d6d950c7e774,virtual_event_ticket,2026-04-07,15.61,completed
ord_e92fda4a787a,mem_6c3b2b8d864b,coaching_session,2026-02-16,53.01,completed
ord_ec339e05b566,mem_6c3b2b8d864b,challenge_entry_fee,2026-06-16,10.17,completed
ord_8644f194177d,mem_d6e629950797,coaching_session,2026-06-23,45.96,completed
ord_c99cc0126fc4,mem_d6e629950797,challenge_entry_fee,2026-06-29,9.93,completed
ord_84cbec614105,mem_8819f504f8c8,coaching_session,2026-04-30,52.46,completed
ord_e3e3fe36e95d,mem_066e02cc6b3b,virtual_event_ticket,2026-05-13,14.79,completed
ord_9c93561d9f8d,mem_066e02cc6b3b,fitness_assessment,2026-06-09,28.82,completed
ord_e2d0fe420dea,mem_86c301707a07,coaching_session,2026-04-25,53.69,completed
ord_6885cdc538e9,mem_86c301707a07,virtual_event_ticket,2026-08-04,14.45,refunded
ord_3cfb8c0b7e9a,mem_86c301707a07,fitness_assessment,2026-07-31,30.83,completed
ord_6ec0daeaea02,mem_86c301707a07,fitness_assessment,2025-12-30,29.35,completed
ord_b0efe50ab624,mem_57bf25311519,coaching_session,2025-10-23,48.68,completed
ord_8a2c2c4fac7e,mem_bd381c91be48,fitness_assessment,2026-05-20,32.1,completed
ord_fd3e6477d3bb,mem_bd381c91be48,challenge_entry_fee,2026-06-01,10.11,refunded
ord_9b91f395651a,mem_95190088527e,coaching_session,2026-07-14,45.62,completed
ord_cd7ff2b6ba7b,mem_95190088527e,fitness_assessment,2025-12-05,30.71,completed
ord_47805fab3dfd,mem_95190088527e,virtual_event_ticket,2025-12-18,14.7,completed
ord_034be45688d4,mem_7040bc820161,challenge_entry_fee,2026-07-13,9.88,completed
ord_410b57bbfb62,mem_62bde25800b5,fitness_assessment,2026-08-04,31.84,completed
ord_126e08aa0e6e,mem_62bde25800b5,challenge_entry_fee,2026-06-14,9.9,refunded
ord_4dd8aa5fa1e5,mem_240b254b41ea,coaching_session,2026-04-15,49.44,completed
ord_da0040a53fbf,mem_240b254b41ea,coaching_session,2026-06-27,51.85,completed
ord_ba7220c3df44,mem_623f47aa2c73,challenge_entry_fee,2026-07-24,9.68,completed
ord_a6dc0954d75f,mem_73314f5144b2,coaching_session,2025-12-31,51.38,canceled
ord_936f01cc25f9,mem_268242fb6b47,coaching_session,2026-05-05,46.25,completed
ord_4cffa1cdae3a,mem_268242fb6b47,fitness_assessment,2026-05-26,30.25,completed
ord_fdd543c73a50,mem_09e21dd62216,coaching_session,2026-08-02,53.99,completed
ord_e98f656d1194,mem_524d3614c580,virtual_event_ticket,2025-08-04,15.05,completed
ord_bead265aa518,mem_524d3614c580,fitness_assessment,2026-07-18,27.71,completed
ord_c9ff4d3335bf,mem_524d3614c580,fitness_assessment,2025-10-22,30.42,completed
ord_4ada2b8405b5,mem_524d3614c580,coaching_session,2026-06-25,52.41,completed
ord_e4b7f5f51ced,mem_a827b5693f6b,challenge_entry_fee,2026-07-12,9.85,completed
ord_4567f7ea2ac5,mem_4a4dd07e0598,virtual_event_ticket,2026-07-03,14.31,completed
ord_f8602c57fb8d,mem_4a4dd07e0598,challenge_entry_fee,2026-01-31,9.95,refunded
ord_a1589dcfe90e,mem_e95167d0a014,fitness_assessment,2026-04-27,29.64,completed
ord_1b13a737eb04,mem_e95167d0a014,coaching_session,2025-10-15,45.8,completed
ord_7e367b079b9d,mem_e95167d0a014,coaching_session,2026-02-25,51.23,completed
ord_4137e5bcfbd0,mem_e95167d0a014,challenge_entry_fee,2026-05-28,10.09,completed
ord_5a0e2ad1047f,mem_4bf3396a099f,coaching_session,2026-05-25,52.01,completed
ord_722692c8e51a,mem_4bf3396a099f,virtual_event_ticket,2026-02-01,15.07,completed
ord_b9cb8a907d90,mem_8ef5dde1c5e6,coaching_session,2026-06-18,48.38,completed
ord_82d5f646fa06,mem_8a0ef363f515,challenge_entry_fee,2026-02-03,9.8,completed
ord_05efb8597444,mem_8a0ef363f515,fitness_assessment,2025-12-30,29.87,completed
ord_b7f72e45d4e2,mem_5207b0485a44,coaching_session,2026-05-04,52.38,completed
ord_b1f74842f4c7,mem_42e4f15da419,virtual_event_ticket,2026-05-28,15.08,completed
ord_fae07e3a0383,mem_cbd42c22d8c0,fitness_assessment,2025-12-11,31.19,completed
ord_7226c33fea56,mem_cc282550b279,challenge_entry_fee,2025-12-25,9.84,completed
ord_39e792b12f5d,mem_cc282550b279,coaching_session,2026-03-06,49.81,completed
ord_2fc7288836e3,mem_cc282550b279,fitness_assessment,2026-06-28,29.35,completed
ord_a12fef0faf8f,mem_cc282550b279,coaching_session,2026-07-23,49.28,completed
ord_a315168d8774,mem_d8911342704e,challenge_entry_fee,2026-06-15,9.52,refunded
ord_2e16b3870cd0,mem_d8911342704e,coaching_session,2025-11-30,46.79,completed
ord_042ef949dea3,mem_e6b0b112202c,challenge_entry_fee,2026-07-16,9.67,completed
ord_5ca33d487e88,mem_e6b0b112202c,challenge_entry_fee,2026-02-05,9.63,completed
ord_61846b37e51f,mem_e6b0b112202c,coaching_session,2026-05-25,50.29,completed
ord_5ee1c436041c,mem_d41185f9d4ba,challenge_entry_fee,2026-06-07,10.21,completed
ord_d4aafbb46c85,mem_7b4a7699cf1c,virtual_event_ticket,2026-02-20,14.47,completed
ord_7cd57a3fee2f,mem_7b4a7699cf1c,fitness_assessment,2026-06-12,28.9,completed
ord_8b1b62240d7b,mem_e3c330f19bab,challenge_entry_fee,2026-06-09,9.71,completed
ord_78f855779eef,mem_e3c330f19bab,challenge_entry_fee,2026-06-27,9.77,completed
ord_e2b26c0b3fac,mem_e02007fc3f7f,challenge_entry_fee,2025-12-16,9.71,canceled
ord_338ee0395a7d,mem_e02007fc3f7f,coaching_session,2026-01-06,48.0,completed
ord_935e4b8b020a,mem_8f27cac7fdb0,coaching_session,2026-05-21,46.19,completed
ord_a1fba020e7d2,mem_8f27cac7fdb0,coaching_session,2026-06-08,48.79,completed
ord_1c825d478328,mem_bb8881d48ce1,fitness_assessment,2026-07-24,29.29,completed
ord_0dad5124316a,mem_bb8881d48ce1,coaching_session,2026-08-01,45.18,refunded
ord_bec468c38b72,mem_7f22294e72eb,challenge_entry_fee,2026-04-03,9.89,completed
ord_013fdfe75f7f,mem_d572a59db81a,coaching_session,2026-07-05,48.24,completed
ord_139d97202a5b,mem_87d796e241f6,virtual_event_ticket,2025-09-13,14.37,completed
ord_8c75058ad282,mem_87d796e241f6,challenge_entry_fee,2026-07-31,9.89,completed
ord_2ad8f97255b1,mem_87d796e241f6,challenge_entry_fee,2025-08-06,9.83,completed
ord_a473fb84b5c5,mem_f82e85f65d84,challenge_entry_fee,2026-03-01,10.02,completed
ord_f30fd780a19e,mem_e11c73bcdf8c,virtual_event_ticket,2025-08-31,15.21,completed
ord_fc7aeb7660ac,mem_e23c960e4c75,coaching_session,2026-08-05,51.01,completed
ord_f76abbaf2e27,mem_6a69deecd93f,virtual_event_ticket,2026-02-13,15.18,completed
ord_c12490f5dbf4,mem_6c4c2b8fd8a4,challenge_entry_fee,2026-07-29,10.41,completed
ord_e6abeb4fe8c5,mem_6c4c2b8fd8a4,virtual_event_ticket,2026-05-08,14.72,canceled
ord_d614fe91bbb1,mem_b44329f1b617,coaching_session,2026-06-06,49.41,completed
ord_f603f4e4a429,mem_07a2ac118006,challenge_entry_fee,2026-05-13,9.56,completed
ord_106b8c9573f4,mem_07a2ac118006,coaching_session,2026-05-20,53.31,completed
ord_b11247194ce3,mem_e9eb19171146,challenge_entry_fee,2025-10-24,9.95,completed
ord_3a21900bb8f6,mem_e9eb19171146,challenge_entry_fee,2026-03-16,10.3,completed
ord_9042d4b20f5b,mem_9a1c6edc5700,challenge_entry_fee,2026-05-28,10.45,completed
ord_aa1b86b40583,mem_9a1c6edc5700,virtual_event_ticket,2025-12-22,14.76,completed
ord_adde9974f9f8,mem_21ba4fb03f9c,coaching_session,2026-02-24,52.07,canceled
ord_a9b1c2689fe8,mem_21ba4fb03f9c,challenge_entry_fee,2025-10-23,9.65,completed
ord_ff9ddcdbe779,mem_2edd8ae8ce13,fitness_assessment,2026-07-23,30.85,completed
ord_8b386ddb901d,mem_61fc6531a869,coaching_session,2026-02-24,45.94,completed
ord_2949489bb8de,mem_61fc6531a869,coaching_session,2025-12-17,53.5,refunded
ord_c913447660a1,mem_cebd110dcc82,challenge_entry_fee,2026-07-23,9.63,completed
ord_f826d1ef11ed,mem_63860dcb3d04,fitness_assessment,2026-07-28,28.0,completed
ord_2818b939af6b,mem_26ebfe430278,fitness_assessment,2025-12-29,30.81,completed
ord_969edde70343,mem_26ebfe430278,challenge_entry_fee,2026-05-16,9.91,completed
ord_46f430f8fc0b,mem_bb3b09d35b19,virtual_event_ticket,2026-02-24,14.75,completed
ord_9d15b545cbee,mem_10a4b093a3ba,coaching_session,2025-05-03,45.76,completed
ord_b21128b31e87,mem_437ae59a8950,challenge_entry_fee,2026-06-22,10.23,completed
ord_e76a348291a1,mem_437ae59a8950,challenge_entry_fee,2026-04-10,10.26,completed
ord_066e09fcae4d,mem_6f78423b636e,coaching_session,2025-10-14,51.92,completed
ord_2e4bea31a30d,mem_d9fdaf3f0c61,coaching_session,2026-06-01,48.63,completed
ord_5a39fb58a22e,mem_d9fdaf3f0c61,challenge_entry_fee,2026-04-08,10.24,completed
ord_0cc0e72089cb,mem_8d0a882e79d1,challenge_entry_fee,2026-05-30,10.3,completed
ord_480788f35d1b,mem_8d0a882e79d1,challenge_entry_fee,2026-07-04,10.44,canceled
ord_fb2cfea06ca5,mem_99bf8b107880,fitness_assessment,2025-07-26,30.0,completed
ord_99beb4eed5aa,mem_99bf8b107880,fitness_assessment,2025-10-25,31.44,completed
ord_11145bf68099,mem_b2c53552f146,challenge_entry_fee,2026-04-23,9.86,refunded
ord_b4d07b90245b,mem_9b30aae16918,virtual_event_ticket,2026-04-10,14.67,completed
ord_fb26fde9ee79,mem_9b30aae16918,challenge_entry_fee,2026-02-23,10.0,completed
ord_43bc0dc23cb6,mem_9b30aae16918,virtual_event_ticket,2026-04-30,14.57,completed
ord_a7fe717367b0,mem_abfcfbd920f3,challenge_entry_fee,2026-02-25,9.89,completed
ord_69f42499b890,mem_abfcfbd920f3,virtual_event_ticket,2025-10-01,14.8,completed
ord_7978165a7f38,mem_abfcfbd920f3,fitness_assessment,2025-10-21,30.71,completed
