application_id,borrower_id,loan_purpose,requested_amount,application_date,status
app_df4749ff030c,brw_953e880430f9,debt_consolidation,13216.8,2026-03-09,funded
app_9fd7f5999512,brw_5f4f85b2ddab,debt_consolidation,13128.49,2025-07-16,funded
app_edcb2493d99c,brw_5f4f85b2ddab,debt_consolidation,8303.99,2025-11-15,offers_declined
app_5960ba7ce278,brw_879f3593a9d8,debt_consolidation,26900.53,2026-07-10,funded
app_77d72988a6ad,brw_9cedcf270deb,other,1302.67,2026-05-04,funded
app_24f156024f29,brw_4db7a547f887,medical,10086.54,2026-07-11,funded
app_8e305833961e,brw_4db7a547f887,home_improvement,32596.44,2026-08-07,funded
app_0f121821bd3f,brw_4db7a547f887,home_improvement,13786.12,2026-09-13,funded
app_c09b21849058,brw_42881d861914,debt_consolidation,12812.22,2026-07-30,offers_declined
app_f23fb9a5d9c3,brw_42881d861914,home_improvement,32584.32,2026-07-29,offers_declined
app_7af09c7d2b86,brw_42881d861914,debt_consolidation,5365.72,2026-06-07,funded
app_22599fc11dca,brw_6bf05e224f9f,debt_consolidation,21616.01,2026-09-01,funded
app_692066e7dfba,brw_9b4edeefa0d6,medical,7886.41,2026-05-07,funded
app_7282342ffc51,brw_9b4edeefa0d6,medical,4610.76,2026-07-17,funded
app_d7c19fdfd9c0,brw_ea521312ce22,debt_consolidation,13749.92,2026-07-02,funded
app_0d3b0336ebdf,brw_e86107bd6137,debt_consolidation,29437.22,2025-08-15,funded
app_d3ca8dceb181,brw_901d0818e135,debt_consolidation,15546.01,2025-08-13,offers_declined
app_c60eee28b07a,brw_99048d4e3937,debt_consolidation,13455.7,2026-06-20,funded
app_00939a6141ab,brw_333d98fd235e,debt_consolidation,30660.97,2026-05-18,funded
app_7a7529386b81,brw_ab2bf2e82b37,major_purchase,15653.95,2026-09-13,offers_declined
app_cb658fe74c36,brw_3901623df2e8,debt_consolidation,14436.78,2026-04-24,offers_declined
app_e690d7f02db2,brw_3901623df2e8,medical,2882.84,2026-05-06,funded
app_f37f9351318d,brw_3901623df2e8,debt_consolidation,12901.73,2026-08-01,offers_declined
app_43dd851a7fab,brw_b16b8d6f19bd,debt_consolidation,17844.45,2026-08-07,funded
app_417c35595e11,brw_51c29d362983,home_improvement,14929.59,2026-05-25,funded
app_4157f8187ee8,brw_51c29d362983,medical,9749.49,2026-06-04,funded
app_9ff83383bb12,brw_51c29d362983,debt_consolidation,12751.91,2026-04-28,offers_declined
app_7cd08cb80335,brw_45322a8a1590,debt_consolidation,8668.31,2025-05-14,funded
app_94e1d8af436b,brw_9bf1c3c2d414,medical,13080.6,2026-08-12,funded
app_d7a2d07d1f86,brw_9bf1c3c2d414,debt_consolidation,32293.67,2026-08-13,offers_declined
app_77fe88da94d3,brw_9bf1c3c2d414,major_purchase,18065.09,2026-02-19,offers_declined
app_7e2d2bdba1d4,brw_342752d88919,medical,14151.86,2026-09-19,funded
app_ba171ac309e7,brw_342752d88919,medical,13879.85,2026-08-30,offers_declined
app_f983fa3fa941,brw_593abe1ecf8f,home_improvement,29212.77,2025-08-26,funded
app_beb8113c6345,brw_ee1e300b4ee6,debt_consolidation,19785.19,2026-05-19,funded
app_3ca40ed9d6cd,brw_49fd085330d0,home_improvement,19279.62,2026-09-11,funded
app_a5db2b3d1b87,brw_bb5f0b0a9f60,medical,8991.03,2026-01-27,funded
app_9d188f5d43ed,brw_a755546fc38b,medical,10907.89,2026-07-03,offers_declined
app_0102c04f4cca,brw_b1998ffb1e6c,major_purchase,20435.83,2026-08-04,funded
app_f47ba5850f01,brw_8f3f9632f516,debt_consolidation,17676.09,2026-07-13,funded
app_389392d03ec6,brw_5e881e06e299,debt_consolidation,8228.97,2026-09-18,funded
app_31d397622e1b,brw_87417390f5f5,home_improvement,17614.9,2026-09-14,funded
app_0c7093c37114,brw_87417390f5f5,home_improvement,30049.91,2026-05-21,offers_declined
app_d71de93a7d3c,brw_428b7dca3c82,major_purchase,20394.37,2026-06-11,funded
app_fa8183f4a5ac,brw_428b7dca3c82,debt_consolidation,6909.97,2026-08-23,funded
app_30638bdf2c97,brw_945e8e6958bf,major_purchase,24140.88,2026-06-26,funded
app_5b600889661e,brw_945e8e6958bf,home_improvement,15380.48,2026-04-14,offers_declined
app_0d7dc32d5667,brw_945e8e6958bf,major_purchase,10320.81,2026-07-16,funded
app_9dd5c4cdd495,brw_8591ee8ee6f3,other,12597.62,2026-03-28,funded
app_c5aaaef5a068,brw_ec7b26361e4b,debt_consolidation,21123.0,2026-07-13,funded
app_f3465201a4c9,brw_ec7b26361e4b,debt_consolidation,27105.76,2026-08-01,funded
app_313dea041b54,brw_12ae95140d5a,home_improvement,33652.19,2026-06-10,funded
app_6301164f671d,brw_21eeaf14f810,debt_consolidation,14147.74,2026-01-11,funded
app_11d7dd211e88,brw_49e56b2de967,major_purchase,18265.8,2026-05-13,funded
app_2014fc1d89da,brw_49e56b2de967,major_purchase,9299.8,2026-04-27,funded
app_3a1b207ef411,brw_6aecca1c44e8,medical,14291.0,2026-09-11,funded
app_178a0757cce2,brw_839e82a3f2ca,debt_consolidation,12526.67,2026-02-22,funded
app_7574a577b18a,brw_839e82a3f2ca,other,17687.31,2026-05-09,funded
app_0a54d671d050,brw_839e82a3f2ca,debt_consolidation,33769.78,2025-10-01,funded
app_67ea0acc4a0d,brw_0c34441378d6,debt_consolidation,31301.61,2026-08-28,funded
app_bd0cb64296f4,brw_0c34441378d6,major_purchase,15089.35,2026-08-01,funded
app_123cac35a4f4,brw_066e6413f2a4,debt_consolidation,25405.2,2026-08-24,funded
app_3ff2c8dcb124,brw_96a2c32fd773,other,9052.58,2025-09-11,funded
app_a8f6be090372,brw_96a2c32fd773,debt_consolidation,12150.78,2025-09-22,funded
app_24593c39ad43,brw_96a2c32fd773,debt_consolidation,30430.76,2025-11-28,funded
app_5599a845ae88,brw_a9c13a6529b9,debt_consolidation,22987.28,2026-07-12,funded
app_1836bdcd12ad,brw_0158cfec4e2c,home_improvement,13769.37,2025-12-07,funded
app_a6d6795d976e,brw_5896216bd71f,debt_consolidation,8145.44,2026-07-01,no_offers
app_a77229995777,brw_0410a6a7aec1,home_improvement,28649.16,2025-11-06,offers_declined
app_eea69ba0a2a8,brw_25735c2fb382,debt_consolidation,31481.69,2025-08-18,funded
app_99dccc6bc271,brw_25735c2fb382,home_improvement,5400.3,2026-08-24,funded
app_6cecf80695a2,brw_7b59c8f4b19f,other,6595.84,2026-05-01,funded
app_111b239580db,brw_0427cb9d010b,other,19969.7,2026-09-17,funded
app_b1223a30995d,brw_31a17bb36885,major_purchase,18052.65,2026-09-04,funded
app_4d4d91c6da4c,brw_31a17bb36885,other,4879.89,2026-08-31,funded
app_b899f79bb2e2,brw_9939bb5eb1b6,debt_consolidation,32107.63,2026-05-26,funded
app_bb3e9ae4b1fc,brw_340169dacf54,medical,3514.09,2025-12-24,funded
app_1e17072dc28d,brw_042ea74d9bf8,major_purchase,11123.51,2026-06-08,funded
app_7418e6914942,brw_dbcbcb0c0380,other,4799.73,2026-05-08,funded
app_e9a68cbe6665,brw_dbcbcb0c0380,medical,12418.74,2026-05-19,funded
app_e7df5a507d1a,brw_dbcbcb0c0380,medical,1924.23,2026-03-28,offers_declined
app_9fca01846115,brw_1aefbec6ab99,home_improvement,32276.61,2025-08-12,offers_declined
app_e39b13a215c6,brw_124d5cbeb3f0,debt_consolidation,6622.22,2026-05-05,funded
app_ddf0c29a6323,brw_730e9eb558bc,medical,14314.18,2026-09-19,funded
app_9667c51cdea8,brw_4fc4343ab55f,home_improvement,8653.55,2026-04-17,funded
app_2081b9880289,brw_4fc4343ab55f,home_improvement,27083.53,2026-05-22,funded
app_a0074a5c245c,brw_17210a240029,major_purchase,23259.37,2026-04-08,funded
app_3007d2eafd75,brw_861c1061ab71,medical,2543.34,2026-04-18,offers_declined
app_1191a13c3f95,brw_bbbf8025e282,home_improvement,29833.15,2026-09-17,offers_declined
app_ad2145607882,brw_fe8404d31a66,medical,10243.2,2026-08-23,funded
app_f05f3bc437ce,brw_b5ffd52f58f1,medical,9006.5,2026-09-19,funded
app_814a4a84155b,brw_b5ffd52f58f1,medical,11020.71,2025-08-24,offers_declined
app_26c6998f3d43,brw_3f227f335efd,debt_consolidation,32305.01,2026-09-17,funded
app_eef05a735073,brw_03770812c88b,medical,10640.4,2026-07-12,funded
app_b669d56eb6d6,brw_330681bc60b0,major_purchase,23491.96,2025-11-16,funded
app_4161fb906434,brw_330681bc60b0,medical,5723.74,2025-08-12,funded
app_2a9a483b8fbf,brw_d4440b946823,debt_consolidation,24639.02,2026-04-28,funded
app_ad1e5ee300a5,brw_d4440b946823,home_improvement,19469.38,2025-09-17,offers_declined
app_85663a7bb22c,brw_9c9ca45321c2,major_purchase,24210.66,2026-08-22,funded
app_d0bb93e21e65,brw_9c9ca45321c2,major_purchase,7453.31,2026-08-10,funded
app_9f3a6e6b0f01,brw_1e3fc9a8e197,debt_consolidation,15467.01,2026-04-20,offers_declined
app_a12ac9fca411,brw_1d05a92d4785,medical,2786.01,2026-06-23,funded
app_b13e9922a630,brw_504f357e7e7b,home_improvement,37960.08,2026-07-04,funded
app_35a2b6b9711a,brw_6c3b668c6ef3,home_improvement,28040.64,2026-02-22,funded
app_db0db3a54bb4,brw_91f27fc888ff,home_improvement,37056.98,2026-08-03,no_offers
app_8d5a8335204b,brw_20499cab1ff5,home_improvement,38691.95,2026-08-20,funded
app_1651671fd328,brw_20499cab1ff5,debt_consolidation,5176.73,2026-09-18,funded
app_9393aaa64f62,brw_37e75ec8a4bc,debt_consolidation,15612.13,2026-08-04,funded
app_10f522e7ab50,brw_37e75ec8a4bc,debt_consolidation,19672.04,2026-06-21,funded
app_7cd09dfa23a6,brw_37e75ec8a4bc,debt_consolidation,29895.07,2026-06-13,funded
app_1776c89ca0d0,brw_1cc1968a6927,debt_consolidation,12905.92,2026-08-24,funded
app_3ac5cdae63fc,brw_1bd6fa83dea3,home_improvement,8502.87,2026-05-19,funded
app_e5bc7aef67c5,brw_446d24864dec,debt_consolidation,16521.48,2025-12-27,funded
app_89a25266107b,brw_39fcc0edff36,home_improvement,7770.57,2025-10-15,offers_declined
app_58f8a6a26d5d,brw_953aa59961c3,debt_consolidation,5108.02,2026-07-02,funded
app_0d5a1f82c511,brw_3269831b5d22,home_improvement,26409.27,2026-02-15,funded
app_26c37c2ac7c5,brw_f9a257afd21f,debt_consolidation,23894.02,2025-12-17,offers_declined
app_16279f4015e0,brw_c51c7ba08db6,debt_consolidation,28103.53,2026-08-20,funded
app_c46c1fa1cd21,brw_c51c7ba08db6,other,14003.93,2026-09-01,funded
app_dbaa785f8531,brw_5827d4454be7,major_purchase,5371.55,2026-05-24,offers_declined
app_9f9e3aa4c563,brw_5827d4454be7,major_purchase,10110.0,2026-06-01,funded
app_aa8f024af971,brw_e8e5923e7ccc,home_improvement,22497.0,2026-09-11,funded
app_625f5fcd204f,brw_a431b55b52d0,debt_consolidation,26042.05,2026-06-17,funded
app_90a3e29b6b54,brw_a431b55b52d0,medical,10930.94,2026-08-31,funded
app_1fb00ba5e0d5,brw_bc578446015a,home_improvement,4197.57,2025-07-19,offers_declined
app_51fc629cb501,brw_208ffcced090,debt_consolidation,18893.19,2025-08-23,funded
app_782b5f9b56a6,brw_b71cb565c7e6,home_improvement,20047.42,2025-07-20,funded
app_46585d7e6587,brw_9615cb46c703,debt_consolidation,7189.36,2026-09-08,funded
app_815a8f72fa35,brw_6462b2a21d22,debt_consolidation,11344.79,2026-09-10,funded
app_8fdeacc813e1,brw_6462b2a21d22,debt_consolidation,18759.77,2026-07-13,funded
app_1a62c1f3b07e,brw_a4607c40efd1,home_improvement,26461.97,2026-09-06,offers_declined
app_76bd94b91f89,brw_a4607c40efd1,other,18366.56,2026-03-17,funded
app_b48aa3f88588,brw_27699ef972de,medical,9840.17,2026-02-04,offers_declined
app_7af6e1b0971b,brw_27699ef972de,debt_consolidation,24575.68,2026-06-03,offers_declined
app_0272e8c14b36,brw_42eeda6fe6ef,debt_consolidation,9255.06,2026-08-21,offers_declined
app_fed6e4a03021,brw_7e28ea2aaaa2,other,13533.66,2026-05-17,funded
app_17918b4fc648,brw_4046b6892c9c,debt_consolidation,7759.1,2026-09-18,funded
app_062fadea4ec2,brw_5290484f68ac,major_purchase,8464.9,2026-08-12,offers_declined
app_860d21aca7ae,brw_a8de4d54f209,debt_consolidation,29271.21,2025-09-25,funded
app_f92201ed7afe,brw_df39bce517c9,medical,14863.64,2026-08-04,funded
app_72c5c44569e4,brw_059134c31d36,major_purchase,18657.83,2026-04-13,offers_declined
app_a506455696fd,brw_fc4fc7822591,home_improvement,22305.26,2026-08-14,funded
app_7a119403ae57,brw_fc4fc7822591,debt_consolidation,8136.04,2026-07-29,funded
app_0a4a509c33f3,brw_ab0d98e5c385,home_improvement,11900.81,2025-11-18,funded
app_c0422e8d01d5,brw_5ac0f357b02b,medical,3394.41,2026-07-01,funded
app_03565ed806d5,brw_173118c9e1a6,medical,11287.41,2026-06-07,offers_declined
app_fca6e4b5e742,brw_173118c9e1a6,home_improvement,36271.19,2026-08-21,funded
app_a1d7047ffb96,brw_679293987f44,home_improvement,31448.76,2026-09-07,funded
app_38388a34020b,brw_679293987f44,debt_consolidation,18257.04,2026-07-17,offers_declined
app_0527b074d936,brw_89cface59334,home_improvement,4961.75,2026-08-14,funded
app_88633611d213,brw_3f11c67afba3,debt_consolidation,19511.59,2025-08-28,funded
app_ac07f8c3ce73,brw_b0b164e1726d,debt_consolidation,13502.67,2026-08-13,funded
app_1daf37cb509e,brw_9194607fb37a,home_improvement,16019.08,2026-09-16,funded
app_ed95c126d5df,brw_7e5bc678a78a,home_improvement,4090.0,2026-08-04,offers_declined
app_c96bbe08ec17,brw_7e5bc678a78a,major_purchase,15070.79,2026-06-02,funded
app_1cb8d073eb7e,brw_979b291ee78e,debt_consolidation,15737.16,2026-03-12,offers_declined
app_626f9931b9ab,brw_979b291ee78e,debt_consolidation,7122.89,2025-11-22,funded
app_01625656db0d,brw_979b291ee78e,debt_consolidation,22658.52,2026-03-05,offers_declined
app_7b378e1aa8d3,brw_6dabf6aaaffa,other,15823.96,2026-05-12,funded
app_a60725b05aee,brw_6274321f5d06,medical,5869.26,2026-02-17,funded
app_f3d84e3ddbd3,brw_6274321f5d06,debt_consolidation,16643.32,2026-09-03,funded
app_fc1a6f701ec7,brw_84cf5f32a71b,debt_consolidation,5455.5,2025-11-30,funded
app_39b82ced24c4,brw_84cf5f32a71b,debt_consolidation,33165.03,2026-02-26,funded
app_33bcce9f477a,brw_bb28edcb1b78,debt_consolidation,29680.79,2026-08-26,funded
app_42da72281e6b,brw_5b09b9e805b8,major_purchase,18395.33,2026-08-04,funded
app_201bf6a83f9f,brw_4f2afca08781,home_improvement,7270.43,2025-12-23,funded
app_513110952e20,brw_637be3393829,debt_consolidation,17630.68,2025-12-24,funded
app_4f9a845c2e28,brw_e55c9aeff289,major_purchase,23075.86,2026-09-07,offers_declined
app_f72594d77b38,brw_e55c9aeff289,home_improvement,8217.12,2026-07-06,funded
app_d5d70219d989,brw_dde55b98cdc5,debt_consolidation,33294.87,2026-08-03,funded
app_54a3e093ca4d,brw_086c46fe0dd6,major_purchase,11650.66,2026-07-09,funded
app_ba716882e4d1,brw_086c46fe0dd6,home_improvement,7780.97,2026-04-28,funded
app_f6b8dba8bfc0,brw_086c46fe0dd6,debt_consolidation,8709.28,2025-07-05,funded
app_730eef75075a,brw_5ac657cb05e7,medical,7675.29,2026-05-07,offers_declined
app_d6ead583155e,brw_10e36db311b6,home_improvement,18041.77,2026-09-05,funded
app_91ae4a172d65,brw_b131801c187c,major_purchase,4614.29,2026-05-22,funded
